pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,sy_dist,ra,dec,discoverymethod,disc_year
CoRoT-25 b,12.11,85.81,4.86069,1330.0,,6040.0,1.19,1.09,1103.48,280.6296561,6.5138223,Transit,2013
HD 205739 b,13.6,435.41,279.8,,,6176.0,1.33,1.22,92.5087,324.5351273,-31.7378373,Radial Velocity,2008
CoRoT-3 b,11.32,6883.91,4.2568,1695.0,,6740.0,1.56,1.37,768.771,292.0552827,0.1218359,Transit,2008
TOI-1135 b,9.34085,51.42,8.0277283,1074.28,254.894,5962.7,1.15,1.156039,114.048,193.3963704,85.1294952,Transit,2024
HD 112640 b,12.9,1589.15,613.2,,,4155.0,39.0,1.8,323.335,194.2415171,67.2429122,Radial Velocity,2020
Kepler-1921 b,2.89459458,8.72,20.03479958,967.0,216.2,6120.0,2.0,1.251,928.989,300.3161723,45.4953271,Transit,2021
MXB 1658-298 b,12.0,7532.571,760.0,,,,,1.98,,255.5272522,-29.9455833,Eclipse Timing Variations,2017
Kepler-954 b,2.32,5.99,16.78176602,545.0,21.531,4990.0,0.76,0.82,215.814,295.8594318,47.9396001,Transit,2016
Kepler-1767 b,3.01299077,9.34,59.65829849,393.0,5.66,5243.0,0.831,0.887,820.506,293.6441248,46.9896696,Transit,2021
TOI-1736 c,12.5,2800.0,571.25,249.0,0.9,5636.0,1.4286,1.0373,88.9482,43.4344615,69.101345,Radial Velocity,2023
Kepler-100 e,5.27,24.14271827,60.888588,,,5884.0,1.5,1.097,304.645,291.3861294,41.9901394,Radial Velocity,2023
Kepler-350 c,3.1,6.1,17.849,888.0,138.415,6492.3,1.25,1.0,956.859,285.4195845,39.7061009,Transit,2013
CoRoT-23 b,11.77,889.9,3.6313,1660.0,,5900.0,1.61,1.14,1060.97,279.7826586,4.3577516,Transit,2011
Kepler-42 b,0.78,0.705944,1.2137672,519.0,22.388,3068.0,0.17,0.13,40.0595,292.2196,44.6173667,Transit,2011
Oph 11 b,12.3,4449.62,7300000.0,2175.0,,2375.0,0.232692,0.016,136.16559197,245.604961,-24.0872219,Imaging,2006
WASP-103 b,17.127,473.547,0.925542,2508.0,,6110.0,1.436,1.22,375.647,249.3148604,7.1833758,Transit,2014
TOI-1751 b,2.9507845,19.5,37.46852,651.64,192.521,5970.0,1.3137,0.9382,113.335,243.4888534,63.5335297,Transit,2024
TOI-1798.02,1.464,5.6,0.437811822,1935.83,3345.44,5165.0,0.78,0.87,113.181,211.0939367,46.5192825,Transit,2024
TOI-2068 b,1.821,3.97,7.768915,520.62,12.23,3710.0,0.535,0.559,52.9328,186.27356,60.4183455,Transit,2024
Kepler-293 b,3.07,9.64,19.254196,657.0,28.944,5804.0,0.957,0.934,974.633,286.3580611,42.4064917,Transit,2014
Kepler-319 c,2.63,7.41,6.941357,876.0,136.343,5526.0,0.903,0.933,503.436,288.8119782,39.7706431,Transit,2014
Kepler-51 e,2.18,5.4,264.284,,,5674.0,0.87,0.96,783.831,296.4797624,49.9376486,Transit Timing Variations,2024
Kepler-970 b,2.609,7.31,16.736525,464.0,11.111,4290.0,0.71,0.67,331.545,289.6252192,40.7087351,Transit,2016
Kepler-26 c,2.72,6.2,17.2559,385.0,4.82,3914.0,0.512,0.544,335.307,284.9410627,46.5664505,Transit,2011
HD 9446 b,14.0,222.472,30.052,,,5793.0,1.0,1.0,50.3503,23.3350424,29.2649187,Radial Velocity,2009
HD 9446 c,13.4,578.426,192.9,,,5793.0,1.0,1.0,50.3503,23.3350424,29.2649187,Radial Velocity,2009
KMT-2022-BLG-2076L b,13.9,279.68899816,,,,,,0.67,5570.0,268.051125,-29.0279306,Microlensing,2025
Kepler-331 c,1.84,4.04,17.28111,425.0,13.888,4347.0,0.492,0.653,580.119,291.8343455,39.3073462,Transit,2014
Kepler-92 c,2.6,6.1,26.723,781.0,106.207,5883.0,1.7,1.21,477.992,289.0860607,41.5630224,Transit,2013
OGLE-2019-BLG-1053L b,1.38,2.48,,,,,,0.61,6800.0,270.166375,-27.3415833,Microlensing,2021
HD 11506 c,14.0,127.1313628,223.92,,,6123.0,1.24,1.22,51.261,28.2106607,-19.507396,Radial Velocity,2008
Kepler-42 c,0.73,60.337,0.45328509,720.0,82.125,3068.0,0.17,0.13,40.0595,292.2196,44.6173667,Transit,2011
Kepler-176 d,2.51,1.72,25.751974,501.0,15.536,5232.0,0.891,0.86,527.321,294.6679021,43.8532104,Transit,2014
Kepler-219 d,2.81,19.1,47.903645,598.0,20.01,5786.0,1.491,1.164,787.07,288.7389481,46.7625929,Transit,2014
Kepler-53 c,3.17,36.0,38.5583038,550.0,23.176,5858.0,0.89,0.98,1366.07,290.4617926,40.5624966,Transit,2012
Kepler-82 e,2.47,254.02,5.902206,926.0,144.337,5428.0,0.945,0.946,904.326,292.8733696,42.9661583,Transit,2014
TOI-5817 b,3.08,10.3,15.61031,950.0,126.8632,5770.0,1.427,0.97,80.7542,322.3777987,21.474527,Transit,2025
Kepler-49 d,1.6,235.982,2.576549,717.0,64.39,4252.0,0.559,0.549,311.222,292.2945208,40.5918123,Transit,2014
Kepler-1002 b,1.71,3.57,4.336429331,1453.0,981.68,6144.0,1.57,1.22,408.303,293.0794629,43.073677,Transit,2016
Kepler-1752 b,4.54060463,18.7,56.35850143,419.0,7.29,5446.0,0.821,0.824,962.888,290.8541401,51.2227435,Transit,2021
Kepler-17 b,14.68,778.65,1.4857108,1570.0,1481.766,5781.0,1.01034,1.04,720.753,298.3952437,47.8149865,Transit,2011
Kepler-903 b,2.01,4.7,10.3507721,842.0,274.845,5682.0,0.97,0.98,1369.24,288.7710137,40.6641771,Transit,2016
Kepler-276 b,2.87,731.209,14.12841,739.0,58.586,6105.0,1.046,0.845,1144.86,293.568197,39.0363123,Transit,2014
SWEEPS-11 b,12.666,3082.82,1.796,,,,1.45,1.1,8500.0,269.7583333,-29.1981944,Transit,2006
GJ 536 b,2.41,6.37,8.70874,451.0,9.9,3641.0,0.529,0.528,10.4092,210.2597264,-2.6522901,Radial Velocity,2016
HD 107148 b,9.6,66.741,48.056,,,5797.0,1.169193,1.12,49.4156,184.8059773,-3.3199927,Radial Velocity,2005
GJ 876 d,2.51,6.83,1.93778,,,3293.74,0.3,0.32,4.67517,343.3239737,-14.2665958,Radial Velocity,2005
GJ 876 e,3.92,14.6,124.26,,,3293.74,0.3,0.32,4.67517,343.3239737,-14.2665958,Radial Velocity,2010
WASP-31 b,17.363,151.916,3.4059096,1423.7,970.9417,6302.0,1.252,1.163,383.829,169.4388603,-19.0547781,Transit,2010
LTT 9779 b,4.72,29.32,0.792052,1978.0,1013.69,5443.0,0.949,1.02,80.4373,358.6688767,-37.6282237,Transit,2020
Kepler-287 b,2.33,83.0,20.342199,667.0,35.75,5806.0,1.032,0.963,835.86,290.9274282,48.4434588,Transit,2014
Kepler-176 b,1.43,290.537,5.433074,841.0,123.802,5232.0,0.891,0.86,527.321,294.6679021,43.8532104,Transit,2014
Kepler-177 b,3.5,5.84,36.8601,549.0,30.4,5732.0,1.324,0.921,1435.44,286.0471442,45.0532038,Transit,2013
Kepler-1351 b,0.65,0.208,0.916140768,1212.0,421.965,4439.0,0.67,0.7,202.782,293.6084289,42.1978746,Transit,2016
YSES 2 b,12.7,2002.3189641,,,,4749.0,1.193,1.1,109.406,171.9802779,-66.4345736,Imaging,2021
HD 109833 b,2.888,8.69,9.188526,786.0,63.4589,5881.0,1.0,1.08,79.5561,189.7758591,-74.5740205,Transit,2022
HD 220773 b,13.6,460.8,3724.7,,,5940.0,1.679696,1.16,50.5103,351.6144715,8.6428871,Radial Velocity,2011
CHXR 73 b,12.3,3994.486,,,,3099.0,,0.35,190.374,166.6193985,-77.6258725,Imaging,2006
FU Tau b,12.2,5085.28,,2375.0,,2838.0,,0.05,133.4950466,65.8974962,25.0506711,Imaging,2008
HD 108147 b,10.9,82.95,10.8985,890.0,,6255.73,1.20664,1.22,38.92,186.4409852,-64.0223492,Radial Velocity,2002
HD 179949 b,13.9,291.12,3.092514,,,6168.0,1.266865,1.21,27.4573,288.8890182,-24.1797939,Radial Velocity,2000
HD 188015 b,13.6,476.72,461.2,,,5746.0,1.125296,1.09,50.6706,298.0191857,28.0999769,Radial Velocity,2004
Kepler-31 d,3.9,2161.244,87.6451,484.0,11.8,6340.0,1.22,1.21,1664.64,294.0230229,45.8530535,Transit,2014
Kepler-603 c,6.5,34.5,127.9075774,401.0,8.8,5808.0,1.01,1.01,1539.63,294.2809679,42.2909295,Transit,2016
Kepler-50 b,1.71,8.9,7.81254,1196.0,494.705,6225.0,1.58,1.24,250.11,288.1009312,50.0336844,Transit,2012
24 Sex b,13.4,632.46,452.8,,,5098.0,4.9,1.54,72.0691,155.8684866,-0.9023998,Radial Velocity,2010
24 Sex c,13.9,273.32,883.0,,,5098.0,4.9,1.54,72.0691,155.8684866,-0.9023998,Radial Velocity,2010
OGLE-2005-BLG-390L b,2.21,5.5,3285.0,50.0,,,,0.22,6600.0,268.579958,-30.3773056,Microlensing,2005
HN Peg b,11.7768,6991.57,,,,6186.0,1.006954,1.08,18.1186,326.1315705,14.7714524,Imaging,2006
HAT-P-16 b,14.448,1332.605,2.77596,1626.0,1597.59,6158.0,1.237,1.218,226.637,9.5730343,42.4630961,Transit,2010
alf Ari b,13.4,572.07,380.8,,,4553.0,13.9,1.5,20.21019,31.793286,23.462421,Radial Velocity,2010
KOI-55 b,0.759,0.44,0.240104,,,27730.0,0.203,0.496,1231.02,296.3561853,41.0927315,Orbital Brightness Modulation,2011
Ross 458 c,14.01125,1906.98,,,,3965.42,0.562566,0.556419,11.5094,195.1912147,12.3755996,Imaging,2010
WD 0806-661 b,12.6,2542.627256,,340.0,,9552.0,,0.62,19.2444,121.7275683,-66.3058835,Imaging,2011
HD 177830 c,7.87,47.6725,110.9,,,4949.0,2.62,1.47,62.7674,286.3363574,25.9204327,Radial Velocity,2010
ups And d,12.5,3257.74117175,1276.46,,,6156.77,1.56,1.3,13.4054,24.1983534,41.4038147,Radial Velocity,1999
MOA-2007-BLG-192L b,1.63,3.3,,,,,,0.06,1000.0,272.015825,-27.150075,Microlensing,2008
CoRoT-12 b,16.14,291.438,2.828042,1442.0,661.1334,5675.0,1.116,1.078,1126.37,100.7656871,-1.2964437,Transit,2010
CoRoT-13 b,9.92,415.704,4.03519,1700.0,546.5339,5945.0,1.01,1.09,1148.93,102.7211432,-5.0864557,Transit,2010
WASP-23 b,10.783,280.95,2.9444256,1076.55,317.4314,5150.0,0.765,0.78,207.49,101.1275033,-42.7622296,Transit,2010
Kepler-281 b,2.82,324.0,14.646008,694.0,118.246,5723.0,0.899,0.95,1745.45,294.1081465,44.7706524,Transit,2014
Kepler-276 d,2.8,16.3,48.648,489.0,11.274,5693.0,1.03,1.1,1144.86,293.568197,39.0363123,Transit,2013
Kepler-139 c,3.38,13.0,157.072878,350.0,3.023,5594.0,1.3,1.078,391.038,282.3919451,43.8894167,Transit,2014
Kepler-353 c,1.38,2.48,8.410894,472.0,16.561,3903.0,0.504,0.553,384.694,296.8565596,41.7580749,Transit,2014
Kepler-1805 b,1.54502915,3.0,8.847940445,479.0,12.48,3867.0,0.552,0.581,221.639,285.0865387,40.8990506,Transit,2021
Kepler-48 d,2.04,7.93,42.8961,448.0,9.292,5194.0,0.89,0.88,306.738,299.1393094,40.948939,Transit,2014
Kepler-100 b,1.34,4.01,6.88734,1155.0,478.214,5837.0,1.51,1.13,304.645,291.3861294,41.9901394,Transit,2014
Kepler-102 f,0.861,4.3,27.453592,495.0,10.0,4909.0,0.724,0.803,107.796,281.4824731,47.2078263,Transit,2014
Kepler-1687 b,1.65623882,3.38,5.77954,598.0,30.22,4132.0,0.726119,0.65,417.014,289.7428363,50.7870626,Transit,2020
GJ 341 b,0.88,4.0,7.57686,629.0,13.8,3770.0,0.5066,0.48,10.454,140.3993759,-60.2811692,Transit,2025
Kepler-1761 b,1.39109603,2.51,4.043540001,613.0,33.34,3871.0,0.532,0.573,221.186,284.1329728,49.1426325,Transit,2021
Kepler-988 b,2.07,4.94,17.76080053,368.0,6.56,4005.0,0.53,0.55,304.889,290.7082585,42.2372245,Transit,2016
Kepler-994 b,1.6,3.19,1.151166506,957.0,243.984,3934.0,0.54,0.56,188.158,289.0720752,47.406918,Transit,2016
HD 46375 b,10.0,71.8,3.023573,,,5285.0,0.914196,0.92,29.5529,98.3030763,5.4625071,Radial Velocity,2000
HD 41004 A b,13.2,807.25,963.0,,,5310.0,0.85,0.95,36.69117,89.9566041,-48.2394189,Radial Velocity,2004
HD 41004 B b,12.1,5838.29,1.3283,,,5036.0,1.04137,0.4,41.5504,89.9565956,-48.2394114,Radial Velocity,2003
Kepler-1014 b,2.39,6.3,16.57110363,614.0,33.479,5388.0,0.84,0.88,624.8,285.1219875,44.1105331,Transit,2016
KMT-2018-BLG-1996L b,13.7,346.43296363,,,,,,0.69,5910.0,268.6785,-22.8204111,Microlensing,2021
Kepler-338 c,2.34,6.08,24.310856,831.0,119.648,5923.0,1.735,1.105,552.798,282.9790593,40.7844188,Transit,2014
DH Tau b,30.2643,3496.0,,2200.0,,4371.0,0.27,0.33,134.846,67.4231674,26.5493897,Imaging,2004
HD 114783 b,13.7,349.6,493.7,,,5135.0,0.840622,0.853,21.0628,198.1818436,-2.2649921,Radial Velocity,2001
HD 19994 b,13.6,435.41,466.2,,,6188.0,1.79647,1.365,22.5242,48.1943193,-1.1963955,Radial Velocity,2003
HD 181433 d,14.2,171.0,2172.0,,,4962.0,0.79,0.78,26.8762,291.2873731,-66.4677838,Radial Velocity,2008
HD 196885 A b,13.2,819.97,1333.0,,,6254.0,1.31,1.28,34.1692,309.9664609,11.2500236,Radial Velocity,2007
Kepler-34 b,8.564,69.92,288.822,,,5913.0,1.1618,1.0479,1800.82,296.4358022,44.6415369,Transit,2011
Kepler-35 b,8.16,40.363,131.458,,,5606.0,1.0284,0.8877,1819.17,294.496955,46.6896733,Transit,2011
HD 129445 b,13.3,797.74930157,1840.0,,,5646.0,1.175816,0.99,67.4386,221.5104196,-68.7629901,Radial Velocity,2009
HAT-P-20 b,9.718,2302.899,2.875317,970.0,85.1168,4595.0,0.694,0.756,71.0374,111.9164295,24.3361185,Transit,2010
HAT-P-23 b,15.334,664.237,1.212884,2056.0,2796.2342,5905.0,1.203,1.13,364.813,306.1239076,16.7621462,Transit,2010
Kepler-339 c,1.15,7.3,6.988055,914.0,101.841,5631.0,0.802,0.87,616.637,293.351701,48.4445922,Transit,2014
Kepler-881 b,1.78,3.82,4.44448017,1217.0,538.569,5961.0,1.09,1.06,1375.18,288.9925529,46.6706513,Transit,2016
HIP 79098 AB b,12.1,6515.515,,2450.0,,9193.75,,3.75,145.798,242.1821202,-23.6855244,Imaging,2019
TOI-2411 b,1.68,3.46,0.7826942,1355.0,651.9082,4099.0,0.68,0.65,59.5362,20.9224567,-8.7017944,Transit,2022
gam1 Leo b,12.5,2790.43,428.5,,,4330.0,31.88,1.23,39.8883,154.993208,19.841389,Radial Velocity,2009
KMT-2017-BLG-2197L b,12.5,2809.60311788,,,,,,0.36,7800.0,262.6113333,-30.1593111,Microlensing,2025
BD+20 2457 c,12.4,3963.17,621.99,,,4137.0,49.0,2.8,1539.71,154.186782,19.8912626,Radial Velocity,2009
KELT-1 b,12.442,8654.15,1.217514,2361.0,5165.92,6516.0,1.471,1.335,268.43,0.3620995,39.3837953,Transit,2012
BD+20 274 b,13.0,1334.886,578.2,,,4296.0,17.3,0.8,1322.51,25.9203179,21.0052692,Radial Velocity,2012
Kepler-127 c,2.66,7.56,29.393195,698.0,61.688,6106.0,1.359,1.248,352.794,285.1899439,46.0280596,Transit,2014
Kepler-324 c,3.15,6.2,51.805612,410.0,7.233,5194.0,0.84,0.901,501.574,286.4714473,49.6490933,Transit,2014
Kepler-973 b,1.96,4.5,49.6077331,402.0,7.892,5213.0,0.78,0.86,328.52,290.1653203,49.9238126,Transit,2016
Kepler-402 e,1.46,2.73,11.242861,931.0,157.481,6090.0,1.264,1.072,625.339,288.3701976,43.3546109,Transit,2014
Kepler-467 b,2.25,5.69,24.99324193,712.0,72.749,5809.0,1.37,1.05,466.265,287.3629145,38.6497341,Transit,2016
HAT-P-55 b,14.84069045,189.42573057,3.5852313,1367.0,583.0,5804.0,1.105,1.028,511.388,264.2735096,25.7311468,Transit,2015
K2-349 b,1.38,2.48,9.032178,518.0,,4385.0,0.49,0.54,453.567,199.0996546,-14.4447454,Transit,2021
Kepler-140 b,1.61,3.22,3.25427,1301.0,848.695,6077.0,1.288,1.044,583.859,287.3694056,46.7681473,Transit,2014
Kepler-206 b,1.2,1.87,7.781987,983.0,192.273,5764.0,1.185,0.957,594.447,291.6346564,41.8338415,Transit,2014
Kepler-1715 b,4.14042267,16.0,35.59730148,646.0,53.0,6212.0,1.209,1.082,522.605,293.9297337,41.6029048,Transit,2021
Kepler-161 c,2.05,3.61,7.06424,769.0,76.201,5078.0,0.806,0.853,434.632,290.5164698,43.0838642,Transit,2014
Kepler-122 d,2.2,5.48,21.587475,747.0,77.14,6050.0,1.216,0.982,1027.45,291.1118647,39.9490248,Transit,2014
Kepler-450 b,6.14,19.4,28.454851,769.0,94.325,6197.21,1.64162,1.19,455.982,295.4865821,51.0135237,Transit,2015
Kepler-1746 b,8.93504475,59.1,321.2120056,310.0,3.4,6018.0,1.286,1.09,979.541,288.3203979,42.2613874,Transit,2021
Kepler-332 d,1.18,1.76,34.21154,427.0,7.253,4955.0,0.72,0.743,344.19,286.6627811,47.4136938,Transit,2014
Kepler-826 b,1.25,2.1,4.48758907,1305.0,827.221,6079.0,1.15,1.05,779.596,284.8601128,39.2405076,Transit,2016
XO-2 N b,11.130537,179.89178,2.61586178,1328.0,428.036,5340.0,0.99,0.971,154.273,117.0267691,50.2251472,Transit,2007
Kepler-346 c,3.07,9.64,23.851549,654.0,23.812,6033.0,1.021,0.943,984.105,288.0119248,46.1176003,Transit,2014
Kepler-1319 b,1.34,2.36,2.886762645,557.0,38.452,3655.0,0.54,0.56,103.917,290.9564463,49.3667933,Transit,2016
Kepler-1366 b,1.43,2.63,2.164570968,783.0,134.981,4070.0,0.6,0.62,465.826,285.0648845,41.5548464,Transit,2016
Kepler-1868 b,3.14950109,10.1,211.0339966,215.0,0.5,4658.0,0.686,0.743,274.18,293.2983733,43.5558025,Transit,2021
Kepler-136 b,2.05,19.8,11.5789,951.0,257.984,6165.0,1.355,1.204,420.818,296.4673039,42.5987984,Transit,2014
Kepler-221 b,1.71,5.95575,2.795906,1090.0,308.885,5243.0,0.821,0.854,385.231,296.6547477,46.8352242,Transit,2014
Kepler-267 c,2.13,5.18,6.87745,484.0,17.583,4258.0,0.555,0.541571,264.993,299.8305655,47.1575741,Transit,2014
KMT-2019-BLG-1367L b,1.85,4.08,,,,,,0.25,4670.0,272.4713333,-29.7622111,Microlensing,2023
GJ 414 A c,8.4,53.83,749.83,124.7,,4120.0,0.68,0.65,11.8893,167.7745044,30.4451688,Radial Velocity,2021
Kepler-327 d,1.73,3.64,13.969457,387.0,7.59,3799.0,0.492,0.591913,241.987,292.6422963,44.0876251,Transit,2014
Kepler-478 b,2.71,7.8,13.2217576,640.0,39.56,5210.0,0.8,0.85,420.0,292.4870063,46.196187,Transit,2016
Kepler-114 c,1.6,2.8,8.041,507.0,51.623,4660.0,0.54,0.56,259.533,294.121482,48.3497977,Transit,2013
Kepler-114 b,1.26,1.09,5.188549,586.0,92.535,4605.0,0.667,0.77,259.533,294.121482,48.3497977,Transit,2014
Kepler-1321 d,2.62843782,7.41,5.720920086,509.0,15.84,3640.0,0.503,0.513,769.146,294.528597,46.6408737,Transit,2021
Kepler-186 f,1.17,1.71,129.9441,177.0,0.3,3755.0,0.523,0.544,177.594,298.652736,43.9549884,Transit,2014
OGLE-2014-BLG-0124L b,14.1,206.58846455,,,,,,0.9,3500.0,270.6217083,-28.39625,Microlensing,2015
Kepler-1401 b,1.68,3.46,11.20066445,808.0,100.91,5964.0,1.1,1.07,1425.43,287.4660334,40.75842,Transit,2016
Kepler-928 b,1.59,3.15,3.932461302,894.0,111.11,4700.0,0.7,0.73,508.809,289.920676,41.5427758,Transit,2016
TOI-4443.01,1.7193265,3.6,1.8498567,1638.82,1194.2104,5834.0,1.01733,1.049133,56.0739,274.2686643,21.9095459,Transit,2024
Kepler-404 c,1.72,3.61,14.751166,678.0,33.153,5654.0,0.884,0.86,812.524,286.3985796,45.3435241,Transit,2014
Kepler-209 c,3.1,9.8,41.749882,486.0,13.637,5513.0,0.935,0.971,576.946,291.1694567,42.6407281,Transit,2014
Kepler-117 c,12.341,584.78,50.790391,704.0,41.863,6150.0,1.606,1.129,1455.57,288.7930651,48.040176,Transit,2014
Kepler-272 b,1.43,78.0,2.971353,1200.0,801.741,5297.0,0.929,0.91,889.608,299.1275257,47.5938319,Transit,2014
Kepler-292 c,1.47,2.76,3.715335,1001.0,242.416,5299.0,0.826,0.865,1056.48,295.7661979,42.4242822,Transit,2014
Kepler-1256 b,1.49,2.83,12.4127754,933.0,211.549,6129.0,1.36,1.17,891.192,291.4742443,44.6834119,Transit,2016
HAT-P-64 b,19.08889413,184.34047606,4.007232,1766.0,1611.0,6457.0,1.735,1.298,651.897,68.9743955,2.4312732,Transit,2021
GJ 536 c,2.3,5.89,32.761,290.5,1.692,3641.0,0.529,0.528,10.4092,210.2597264,-2.6522901,Radial Velocity,2025
KMT-2021-BLG-1372L b,9.12,61.27,,,,,,0.42,5970.0,264.4885417,-28.1483889,Microlensing,2022
Kepler-644 b,3.15,10.1,3.173917103,1655.0,2381.77,6747.0,1.81,1.49,1318.05,295.4757022,43.4931119,Transit,2016
HATS-24 b,15.636555,718.2958,1.3484978,2166.0,2706.9606,6125.0,1.12,1.07,494.182,268.8907069,-61.7474,Transit,2017
CFBDSIR J145829+101343 b,12.4,3337.1,10037.5,370.0,,580.5,,0.021,23.1,224.6208333,10.2286111,Imaging,2011
Kepler-1487 b,2.13,5.18,7.31946363,1682.0,323.294,6541.0,1.63,1.38,1014.62,295.4980737,38.6444499,Transit,2016
Kepler-150 e,3.12,9.91,30.826557,544.0,19.671,5560.0,0.939,0.956,891.092,288.2341025,40.520897,Transit,2014
Kepler-394 c,1.66,3.39,12.130686,901.0,94.528,6402.0,1.132,0.87,1058.72,296.3019792,50.6723115,Transit,2014
Kepler-62 e,1.61,36.0,122.3874,270.0,1.352,4925.0,0.64,0.69,300.874,283.2125621,45.3496992,Transit,2013
Kepler-1571 b,1.52,2.92,3.38555488,1476.0,757.132,6297.0,1.39,1.23,675.303,300.9354067,45.5964836,Transit,2016
KOI-94 c,4.32,15.6,10.423648,1012.0,268.219,6182.0,1.52,1.277,477.052,297.3330716,41.8911186,Transit,2013
Kepler-80 b,2.67,6.93,7.05246,547.0,54.382,4540.0,0.678,0.73,369.451,296.1125759,39.9787451,Transit,2012
Kepler-1725 b,2.8125177,8.31,16.71990013,767.0,84.1,6020.0,1.085,1.049,558.652,294.3735518,40.1946345,Transit,2021
Kepler-220 b,0.81,0.457,4.159807,759.0,105.001,4632.0,0.666,0.729,171.109,291.5060432,46.8956262,Transit,2014
HD 120084 b,12.7,2034.1018048,2142.0,,,4879.0,10.37,2.16,103.044,205.661989,78.0646376,Radial Velocity,2013
Kepler-980 b,2.67,7.61,11.55102504,845.0,170.137,5935.0,1.06,1.05,961.468,294.6129869,45.060174,Transit,2016
HD 73267 c,12.8,1630.77755632,17071.78045,,,5387.0,0.909,0.93,50.4093,129.0735123,-34.4594469,Radial Velocity,2022
WASP-61 b,15.80469,851.7844,3.8559,1624.4,1062.0298,6250.0,1.55,1.82,488.66,75.2996637,-26.0541438,Transit,2012
Kepler-1154 c,2.36,6.17,8.45808312,1117.0,339.573,6327.0,1.43,1.26,1460.1,297.4771158,39.8772345,Transit,2016
Kepler-520 c,1.07,1.24,5.21104261,1107.0,351.69,6112.0,1.09,1.1,623.901,293.1802903,41.6177408,Transit,2016
GJ 163 d,5.92,29.4,603.95116,,,3500.0,0.409738,0.4,15.1285,62.3228353,-53.3711768,Radial Velocity,2013
Kepler-368 c,3.88,14.3,72.379334,575.0,28.681,5502.0,2.019,1.165,770.978,291.880018,45.3878419,Transit,2014
Kepler-335 c,3.07,9.64,67.844469,592.0,32.035,5877.0,1.854,1.367,1278.97,296.0642944,45.4285986,Transit,2014
TYC 1422-614-1 b,13.3,794.5,198.4,,,4806.0,6.85,1.15,672.41,154.2777769,19.5584068,Radial Velocity,2014
Kepler-1257 b,1.52,2.92,2.668313762,1252.0,546.908,5502.0,0.87,0.9,1105.95,296.0756231,45.6270165,Transit,2016
TOI-4495.01,3.63045,12.8,5.1830043,1382.67,346.626,6156.0,1.34,1.168817,132.214,286.3624951,37.0259902,Transit,2024
Kepler-24 e,2.78,26.2118,18.998355,792.0,81.506,5897.0,1.289,1.046,1156.81,290.4132621,38.3437283,Transit,2014
Kepler-279 d,3.1,37.5,54.414,574.0,35.739,6689.45,1.07,1.1,1037.4,287.391295,42.194822,Transit,2013
Kepler-281 d,5.93747806,654.0,148.2720032,321.0,2.51,5717.0,0.884,0.984,1745.45,294.1081465,44.7706524,Transit,2021
Kepler-396 b,3.5,75.5,42.994,496.0,13.731,5656.0,1.06,0.85,223.757,296.1328135,48.9773095,Transit,2013
Kepler-1262 b,1.82,3.97,8.67900242,949.0,142.545,5771.0,0.98,0.99,1054.87,288.7718287,42.2131694,Transit,2016
TOI-7041 b,11.43316031,114.41822652,9.691,882.37,143.259,4700.0,4.1,1.07,439.52,357.8021716,-50.8698618,Transit,2025
Kepler-145 c,4.32,79.4,42.882,709.0,67.193,6022.0,1.85,1.32,566.85,291.3877397,44.5290465,Transit,2013
Kepler-84 b,2.23,40.0,8.726,985.0,222.19,6039.0,1.43,1.0,1023.9,298.2520208,40.4960842,Transit,2012
HD 209458 b,15.58051,232.0159,3.52474859,1459.0,587.098,6091.0,1.19,1.23,48.3016,330.7950219,18.8842419,Radial Velocity,1999
K2-136 b,1.014,4.3,7.9752,610.0,33.5,4500.0,0.677,0.742,59.2474,67.4128615,22.8825674,Transit,2017
Kepler-231 b,1.73,35.4,10.065275,488.0,14.879,3767.0,0.49,0.58,316.618,293.9733913,50.531846,Transit,2014
Kepler-26 e,2.41,6.39,46.827915,276.0,1.753,4486.0,0.571,0.593,335.307,284.9410627,46.5664505,Transit,2014
Kepler-350 d,2.8,14.9,26.136,782.0,83.237,6492.3,1.25,1.0,956.859,285.4195845,39.7061009,Transit,2013
Kepler-85 c,1.978,2.15,12.51,706.0,61.929,5505.2,0.875,0.928,765.025,290.9734395,45.2902761,Transit,2012
Kepler-1660 AB b,12.9,1586.59940774,239.5044,,,6305.24,1.491,1.1366,1188.54,290.5519537,40.2350445,Eclipse Timing Variations,2023
Kepler-1372 b,1.27,2.15,1.311555568,1655.0,2176.358,5677.0,0.97,0.98,1303.22,288.8865895,44.8394672,Transit,2016
Kepler-838 b,2.73,7.9,15.74957994,777.0,61.089,5770.0,0.96,0.98,1104.04,285.4354695,45.975959,Transit,2016
K2-332 b,2.2,5.48,17.70632,266.0,,3315.0,0.28,0.27,123.202,135.8832666,14.2504994,Transit,2021
RR Cae b,13.0,1334.886,4343.5,,,3904.0,0.193119,0.44,21.1916,65.2733756,-48.6542601,Eclipse Timing Variations,2012
Kepler-211 c,1.29,18.3,6.04045,841.0,95.436,5123.0,0.816,0.867,309.353,285.4391183,43.1685051,Transit,2014
Kepler-162 c,3.03,9.43,19.446355,681.0,77.052,5816.0,0.958,1.053,855.641,297.2789115,43.7239693,Transit,2014
Kepler-1385 b,0.85,0.543,2.88879862,1423.0,1591.477,5732.0,1.29,1.15,688.795,282.6313559,46.481022,Transit,2016
