pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_insol,st_teff,st_rad,st_mass,sy_dist,ra,dec,discoverymethod,disc_year
OGLE-2017-BLG-0373L b,14.0,127.0,,,,,,0.248,5915.0,269.3294067,-31.9517231,Microlensing,2018
11 UMi b,12.3,4684.8142,516.21997,,,4213.0,29.79,2.78,125.321,229.2745954,71.8239428,Radial Velocity,2009
HD 153950 b,13.2,937.5985,499.39999,,,6124.0,1.28,1.25,48.4549,256.1292826,-43.3103753,Radial Velocity,2008
HD 154345 b,13.7,378.21580433,3341.55884,,,5468.0,0.85,0.71,18.284,255.6524619,47.0855544,Radial Velocity,2006
CoRoT-9 b,11.948794,266.9772,95.272656,420.0,,5625.0,0.96,0.96,412.98,280.7866461,6.2040783,Transit,2009
K2-215 b,2.12381238,5.16,8.269648,,,5704.0,0.974398,0.999987,403.964,18.4700795,6.1238647,Transit,2018
16 Cyg B b,13.5,565.7374,798.5,,,5750.0,1.13,1.08,21.1397,295.4656422,50.5168243,Radial Velocity,1996
BD-08 2823 b,3.61,12.7132,5.6,,,4816.0,0.71,0.5,41.3342,150.1971964,-9.5165689,Radial Velocity,2009
HD 154857 b,13.3,778.6835,408.60001,,,5589.0,2.3,1.96,63.4482,257.816194,-56.681038,Radial Velocity,2004
HD 156846 b,12.4,3391.2461,359.51001,,,6090.0,1.9,1.38,47.7332,260.1423366,-19.334365,Radial Velocity,2007
WASP-147 b,12.498035,87.40325,4.60273,1404.0,639.4923,5702.0,1.429,1.044,436.098,359.1915117,-22.1532316,Transit,2018
K2-222 b,2.35,8.7,15.38857,871.0,96.0,5942.0,1.115,0.989,101.321,16.4625203,11.7537171,Transit,2018
K2-219 b,1.34762583,2.38,3.901287,,,5753.0,1.189232,1.021545,325.4,12.8452963,8.8675474,Transit,2018
K2-219 d,2.57634456,7.16,11.137278,,,5753.0,1.189232,1.021545,325.4,12.8452963,8.8675474,Transit,2018
BD+14 4559 b,13.8,330.5432,268.94,,,4864.0,0.86,0.49,49.352,318.4010002,14.6893834,Radial Velocity,2009
BD-10 3166 b,14.1,187.5197,3.48777,,,5393.0,0.91,1.47,84.4069,164.6191243,-10.7704227,Radial Velocity,2000
GJ 3942 b,2.57,7.14,6.905,590.0,,3867.0,0.61,0.63,16.9287,242.2645452,52.9441443,Radial Velocity,2017
K2-221 b,1.67890272,3.46,2.399094,,,5716.0,0.947599,1.010842,318.81,16.6550286,10.1897385,Transit,2018
HAT-P-15 b,11.88154,616.5902,10.8635,904.0,79.7578,5568.0,1.07,1.0,192.516,66.248142,39.460602,Transit,2010
HAT-P-17 b,11.76945,184.3414,10.33852,792.0,110.512,5246.0,0.87,0.99,92.3831,324.5359781,30.4881882,Transit,2010
HD 168746 b,11.1,85.8141,6.404,900.0,,5570.0,1.09,1.07,41.5681,275.4573269,-11.9229757,Radial Velocity,2002
HD 162020 b,12.5,3127.4472,8.4282,650.0,,4723.0,0.75,0.42,30.8248,267.6599252,-40.3184646,Radial Velocity,2002
HATS-51 b,15.80469,244.09344,3.3488702,1553.0,740.2246,5758.0,1.44,1.187,389.57,102.8474248,-29.0586551,Transit,2017
K2-158 b,2.64,7.46,10.06049,794.0,,5503.0,0.95,0.92,197.299,179.9397081,-5.7216879,Transit,2018
K2-266 b,3.3,11.26782377,0.658524,1515.0,879.5,4285.0,0.703,0.686,77.5586,157.9356855,0.9372782,Transit,2018
K2-266 c,0.705,0.29013072,7.814,664.5,32.4,4285.0,0.703,0.686,77.5586,157.9356855,0.9372782,Transit,2018
TrES-1 b,12.66617,266.9772,3.03007,1140.0,318.4582,5230.0,0.85,1.04,159.658,286.0408755,36.632536,Transit,2004
WASP-95 b,13.78707,457.6752,2.18467,1570.0,1362.1381,5830.0,1.23,1.46,137.544,337.4578243,-48.0030988,Transit,2014
K2-159 b,2.26,5.73,12.42205,684.0,,5425.0,0.83,0.9,170.998,180.5408896,-3.5809053,Transit,2018
K2-266 d,2.93,8.9,14.697,538.3,13.95,4285.0,0.703,0.686,77.5586,157.9356855,0.9372782,Transit,2018
K2-266 e,2.73,14.3,19.482,490.1,9.581,4285.0,0.703,0.686,77.5586,157.9356855,0.9372782,Transit,2018
WASP-101 b,16.02887,162.0933,3.58572,1560.0,1089.171,6380.0,1.31,1.41,201.224,98.3511016,-23.486086,Transit,2014
HD 285507 b,13.8,311.4734,6.0881,,,4503.0,0.69,0.82,45.0293,61.755663,15.3349441,Radial Velocity,2013
K2-224 c,2.41,6.39,10.09489,764.0,,5620.0,0.84,0.91,275.255,189.7041426,-10.0605942,Transit,2018
K2-224 b,1.56,3.05,4.47904,1002.0,,5620.0,0.84,0.91,275.255,189.7041426,-10.0605942,Transit,2018
K2-228 b,1.21,1.92,2.69828,914.0,,4715.0,0.65,0.71,129.46,187.2947047,-6.8342028,Transit,2018
WASP-25 b,11.99363,139.8452,3.76483,1210.0,357.0123,5750.0,0.8,0.67,211.416,195.3597581,-27.5222273,Transit,2010
WASP-117 b,11.88154,95.349,10.02165,1001.0,211.7917,6040.0,1.22,1.29,157.963,36.7758112,-50.2844247,Transit,2014
Kepler-297 d,32.6,,150.0189511,325.0,2.62,5618.0,0.897,0.846,692.14,283.2091605,48.7776156,Transit,2023
Kepler-26 d,1.07,1.24,3.543919,652.0,31.79,4486.0,0.571,0.593,335.307,284.9410627,46.5664505,Transit,2014
Kepler-278 c,3.268,34.9,51.111,492.0,54.3,4965.0,2.861,1.227,443.03,290.1072124,38.7022694,Transit,2014
K2-216 b,1.75,8.0,2.1748,1103.0,248.0,4503.0,0.72,0.7,115.461,11.4802354,6.3470302,Transit,2018
AU Mic b,3.95677019,20.12,8.46308,600.0,21.2,3678.0,0.744,0.51,9.7221,311.2911369,-31.34245,Transit,2020
K2-151 b,1.49,2.83,3.835476,566.0,20.8,3695.0,0.45,0.47,69.4798,19.3047733,9.5012663,Transit,2018
WASP-32 b,10.76064,835.8929,2.71866,1388.0,616.33,6140.0,0.95,0.72,275.994,3.9617073,1.2005122,Transit,2010
HD 95127 b,12.4,3378.5329,482.0,,,4218.0,41.01,3.7,676.579,164.8961152,43.8144094,Radial Velocity,2015
HD 216536 b,13.8,333.7215,148.60001,,,4639.0,9.83,0.81,376.233,343.2665641,44.4777303,Radial Velocity,2015
K2-259 b,2.32,5.99,15.48043,795.0,,6059.0,1.13,1.14,416.457,186.8026947,1.5668631,Transit,2018
K2-283 b,3.52,12.2,1.921036,1186.0,,5060.0,0.82,0.89,402.915,13.1943679,9.6929181,Transit,2018
WASP-35 b,14.5717,225.6593,3.16158,1338.29,758.1026,5990.0,1.08,1.05,202.218,76.0818912,-6.2297801,Transit,2011
WASP-34 b,11.209,177.9848,4.31768,1250.0,229.962,5700.0,0.91,0.96,132.096,165.3993679,-23.8609457,Transit,2010
K2-153 b,2.0,4.66,7.51574,497.0,11.8,3845.0,0.53,0.55,143.125,183.8088709,2.0208765,Transit,2018
K2-188 b,1.35,2.39,1.742169,1692.0,,5977.0,1.19,1.06,446.821,129.8137008,23.3574367,Transit,2018
KELT-8 b,18.15858,209.7678,3.24406,1675.0,983.3098,5754.0,1.46,0.81,197.572,283.3054489,24.1272483,Transit,2015
HAT-P-56 b,16.92559,734.1873,2.79083,1840.0,3515.0,6566.0,1.47,1.42,320.639,100.8480137,27.2521823,Transit,2015
K2-154 c,2.07,4.94,7.95486,552.0,20.5,4097.0,0.63,0.65,129.356,189.0015173,-2.6696217,Transit,2018
K2-269 b,1.57,3.09,4.144965,1429.0,,6209.0,1.45,1.16,360.76,130.1551381,13.0146799,Transit,2018
XO-1 b,12.77826,263.7989,3.94153,1210.0,321.85,5750.0,0.88,0.88,163.553,240.5492745,28.1696248,Transit,2006
Gaia-1 b,13.77583728,533.95172376,3.052524,1159.07,426.5351,5470.0,0.952,0.949,363.66,90.6436658,-0.5771099,Transit,2022
TOI-1346 b,2.39,6.3,1.7622538,1324.0,468.5415,5099.0,0.78,0.82,115.45,256.6226752,68.8433031,Transit,2025
HD 24064 b,12.3,4096.8287,535.59998,,,4052.0,40.0,1.61,300.247,59.1510071,74.0800789,Radial Velocity,2015
8 UMi b,13.6,416.3573,93.4,,,4847.0,10.3,1.44,162.552,224.201685,74.9009379,Radial Velocity,2015
K2-243 b,2.17,5.35,11.54182,1035.0,,6570.0,1.39,1.29,266.864,181.1211419,-4.8991358,Transit,2018
K2-107 b,15.98,266.9772,3.313959,1649.0,,6061.0,1.81,1.3,685.2,284.985355,-22.2934206,Transit,2017
HD 38283 b,14.0,127.132,363.20001,,,5981.0,1.49,1.37,38.0615,84.2605324,-73.6998131,Radial Velocity,2010
WASP-78 b,21.63337,352.7913,2.17518,2469.7,4812.6238,6100.0,2.46,1.87,754.258,63.7562662,-22.1163901,Transit,2012
K2-243 c,2.01,4.7,24.94598,801.0,,6570.0,1.39,1.29,266.864,181.1211419,-4.8991358,Transit,2018
K2-389 b,2.33,6.04,8.58289,932.0,179.0,5773.0,1.094,0.99,259.208,355.6304152,-9.7135814,Transit,2022
Pr0201 b,14.2,171.6282,4.4264,,,6174.0,1.15,1.24,180.64,130.4324005,20.2268164,Radial Velocity,2012
HAT-P-40 b,17.03768,152.5584,4.45724,1770.0,1747.4151,6080.0,1.94,1.03,464.469,335.5129199,45.4573423,Transit,2012
BD+20 594 b,2.57807,22.2481,41.6855,546.0,,5766.0,1.08,1.67,179.461,53.6511231,20.5990205,Transit,2016
TOI-2322 b,0.994,2.31,11.30717,603.1,22.04,4664.0,0.662,0.703,59.861,116.9731027,-71.0019671,Transit,2025
K2-248 b,2.57,7.13,7.17256,886.0,,5528.0,0.92,0.88,406.254,182.8173343,-9.4141696,Transit,2018
WASP-157 b,11.19,182.43442,3.951623,1193.0,,5772.0,1.1,1.06,334.037,201.6551525,-8.3176353,Transit,2016
WASP-49 b,12.44199,117.5971,2.78174,1400.0,615.4709,5600.0,0.97,0.92,194.553,91.0897193,-16.9653901,Transit,2012
WASP-55 b,14.90797,193.8763,4.46563,1300.0,471.6016,5900.0,1.09,1.11,297.462,203.7581951,-17.5034961,Transit,2012
HATS-43 b,13.22662,82.95363,4.3888497,1003.0,192.2328,5099.0,0.812,0.837,362.273,80.5382418,-30.9708179,Transit,2018
HATS-44 b,11.960003,177.9848,2.7439004,1161.0,306.417,5080.0,0.847,0.86,446.035,84.3267559,-27.9725758,Transit,2018
K2-249 b,2.79,8.2,12.409,1061.0,,6504.0,1.57,1.32,521.716,183.3667344,-8.9952309,Transit,2018
HD 47186 b,5.02,22.2481,4.0845,,,5657.0,1.08,0.96,37.4574,99.0367212,-27.6234285,Radial Velocity,2008
HD 63454 b,12.31,79.4575,2.81805,,,4812.0,0.77,0.42,37.6894,114.8406393,-78.2791464,Radial Velocity,2005
HATS-46 b,10.121727,54.98459,4.7423729,1054.0,209.7699,5495.0,0.853,0.917,453.808,6.7026401,-56.3161021,Transit,2018
K2-252 b,1.74,3.68,13.81513,639.0,,5152.0,0.82,0.79,228.839,182.3663818,-8.3096141,Transit,2018
HD 6434 b,14.2,155.7367,21.998,,,5769.0,1.12,1.1,42.358,16.1663441,-39.4904909,Radial Velocity,2003
WASP-56 b,10.53646,143.0235,4.6171,1216.0,447.82,5600.0,0.96,0.71,321.084,183.3660401,23.055687,Transit,2012
K2-239 b,1.1,1.37,5.24,502.0,,3420.0,0.36,0.4,31.0849,160.5941265,4.4413751,Transit,2018
K2-255 b,2.9,8.75,1.96417,1034.0,,4676.0,0.69,0.71,191.608,189.9128532,-3.3705631,Transit,2018
K2-254 c,2.19,5.43,12.11839,551.0,,4629.0,0.67,0.71,227.775,185.5507926,-4.7172908,Transit,2018
K2-257 b,0.83,0.498,1.60588,789.0,,3725.0,0.5,0.52,64.0065,188.278284,-1.9532879,Transit,2018
WASP-58 b,16.02887,308.2951,5.01718,1270.0,404.7112,5800.0,1.22,1.06,290.404,274.7012534,45.1722194,Transit,2012
K2-239 d,1.1,1.37,10.115,399.0,,3420.0,0.36,0.4,31.0849,160.5941265,4.4413751,Transit,2018
K2-239 c,1.0,0.972,7.775,427.0,,3420.0,0.36,0.4,31.0849,160.5941265,4.4413751,Transit,2018
K2-240 b,2.0,4.66,6.034,586.0,,3810.0,0.54,0.58,72.9105,227.849371,-17.8754464,Transit,2018
K2-258 b,3.0,9.27,19.0921,831.0,,6351.0,1.31,1.21,661.873,187.6314027,-1.1609171,Transit,2018
CoRoT-20 b,9.41556,1366.669,9.24285,1024.0,180.8704,5880.0,1.02,1.14,844.061,97.7204249,0.2268931,Transit,2011
HD 82886 b,13.3,740.5439,705.0,,,4953.0,5.26,2.53,127.061,143.9383526,34.7805902,Radial Velocity,2011
HD 8574 b,13.4,645.1949,227.0,,,6064.0,1.38,1.34,44.8264,21.3033807,28.5660169,Radial Velocity,2002
WASP-71 b,13.22662,441.7837,2.90367,2049.0,3384.6097,6050.0,1.82,0.76,362.715,29.2634506,0.7588247,Transit,2012
HD 222155 b,13.4,581.62598481,3999.0,,,5701.0,1.85,1.21,50.6078,354.5025617,48.9960191,Radial Velocity,2011
K2-240 c,1.8,3.89,20.523,389.0,,3810.0,0.54,0.58,72.9105,227.849371,-17.8754464,Transit,2018
CoRoT-20 c,12.2,5403.11,1675.0,,,5880.0,1.02,1.14,844.061,97.7204249,0.2268931,Radial Velocity,2018
HD 89345 b,7.39794,34.9613,11.8143,1089.0,275.6427,5576.0,1.747,1.157,132.345,154.6710977,10.1288464,Transit,2018
OGLE-2014-BLG-1722L c,11.0,83.7,,,,,,0.4,6400.0,268.75238,-31.4690552,Microlensing,2018
K2-238 b,14.5717,273.3338,3.20466,1587.0,,5630.0,1.59,1.19,537.963,347.7043164,-7.8575592,Transit,2018
NGTS-2 b,17.878355,235.1942,4.511164,1468.0,1085.35,6478.0,1.702,1.64,356.391,215.1227617,-31.2020698,Transit,2018
EPIC 246851721 b,11.780659,953.49,6.180235,1401.0,642.0,6202.0,1.586,1.317,372.632,78.9198197,16.2786991,Transit,2018
HR 810 b,12.7,1970.5361234,302.79999,,,6167.0,1.13,1.34,17.3181,40.6417178,-50.7993484,Radial Velocity,1999
HIP 12961 b,13.2,114.4188,57.435,,,3901.0,0.65,0.69,23.371,41.6800749,-23.0860048,Radial Velocity,2010
NGC 2682 Sand 364 b,12.7,2126.2827,121.71,,,4284.0,39.59,9.06,817.192,132.4866957,11.6924845,Radial Velocity,2014
HATS-67 b,18.887165,460.8535,1.6091788,2193.0,3821.0,6594.0,1.441,1.435,960.109,180.2087883,-46.1364201,Transit,2018
HATS-68 b,13.809488,410.0007,3.5862202,1741.0,1521.0,6147.0,1.748,1.351,603.955,15.006077,-58.9047242,Transit,2018
KMT-2016-BLG-1107L b,13.1,1043.0,,,,,,0.087,6651.0,266.41775,-26.0318,Microlensing,2019
WASP-162 b,11.209,1652.716,9.62468,910.0,121.918,5300.0,1.11,0.95,310.841,168.2929079,-17.6577794,Transit,2018
WASP-168 b,16.8135,133.4886,4.153658,1340.0,278.886,6000.0,1.12,1.08,303.941,96.7446427,-46.8213635,Transit,2018
HD 28678 b,13.5,490.09386,380.2,,,4972.0,6.48,1.53,189.908,67.8560643,4.5752495,Radial Velocity,2011
HD 30856 b,13.5,491.68301,847.0,,,4895.0,4.4,1.17,131.199,72.5745099,-24.3689282,Radial Velocity,2011
HATS-69 b,10.592505,183.38791,2.2252577,1295.7,466.6,5137.0,0.8785,0.892,414.537,289.2974275,-60.8917599,Transit,2018
HD 202696 b,,634.38868,517.8,,,5040.0,6.43,1.91,188.546,319.2250346,27.2582799,Radial Velocity,2019
HD 1397 b,11.500434,131.89945,11.53533,1228.3,356.0,5521.0,2.336,1.324,79.5702,4.4471631,-66.3589285,Transit,2018
TOI-6330 b,10.89,3179.0,6.8500246,495.0,9.97,3539.0,0.49,0.531,139.042,22.1679816,53.6860778,Transit,2025
OGLE-2011-BLG-0173L b,9.01,60.0,,,,,,0.41,6100.0,269.315735,-28.2338619,Microlensing,2018
HD 5319 b,13.5,494.54348,637.1,,,4871.0,4.06,1.27,121.405,13.7558096,0.7893425,Radial Velocity,2007
HD 73534 b,13.7,353.42696,1750.0,,,4917.0,2.58,1.16,83.3321,129.8153421,12.9599703,Radial Velocity,2008
HD 202696 c,,592.43512,946.6,,,5040.0,6.43,1.91,188.546,319.2250346,27.2582799,Radial Velocity,2019
WASP-190 b,12.89035,317.83,5.367753,1500.0,747.132,6400.0,1.6,1.35,542.251,7.7095292,-40.5734613,Transit,2019
K2-3 b,2.078,5.11,10.0546535,501.3,10.5,3844.0,0.546,0.549,44.0727,172.3353708,-1.4551364,Transit,2015
HD 96167 b,14.0,227.88411,498.04,,,5733.0,1.94,1.27,85.3006,166.3125657,-10.291345,Radial Velocity,2009
HAT-P-25 b,12.722215,180.84527,3.65281514,1182.0,325.0,5519.0,0.919,1.012,300.384,48.4354731,25.1973548,Transit,2010
KMT-2017-BLG-1038L b,13.4,640.0,,,,,,0.37,6000.0,266.170917,-25.1430306,Microlensing,2019
KMT-2017-BLG-1146L b,14.0,230.0,,,,,,0.33,6500.0,269.105833,-33.1424694,Microlensing,2019
WASP-165 b,14.12334,209.13214,3.465509,1624.0,1373.5324,5599.0,1.75,1.248,602.236,357.5806472,-17.0775947,Transit,2018
HD 159868 c,14.0,244.09344,351.0,,,5534.0,2.13,1.19,55.8503,264.7466665,-43.1462347,Radial Velocity,2012
K2-290 c,11.276254,246.00042,48.36685,676.0,,6302.0,1.511,1.194,272.909,234.8578846,-20.1988975,Transit,2019
K2-229 c,2.03,7.0,8.32727,750.0,66.0,5315.0,0.79,0.87,102.564,186.8729195,-6.7218474,Transit,2018
WASP-47 b,12.86,374.0,4.159151,1275.0,409.0,5565.0,1.156,1.058,264.78,331.203092,-12.019067,Transit,2012
TOI-6303 b,11.59,2493.0,9.485236,541.0,14.28,3977.0,0.609,0.644,152.219,46.7806502,40.147174,Transit,2025
GJ 96 b,4.67,19.66,73.94,,,3785.0,0.580612,0.6,11.9315,35.5624031,47.8802075,Radial Velocity,2018
HD 75784 b,13.8,317.83,341.2,,,4867.0,3.4,1.26,85.4321,133.0992289,13.2330548,Radial Velocity,2014
HD 75784 c,12.8,1792.5612,7900.0,,,4867.0,3.4,1.26,85.4321,133.0992289,13.2330548,Radial Velocity,2018
GJ 4276 b,4.22,16.57,13.352,,,3387.0,0.407,0.406,21.3362,336.3221454,59.412503,Radial Velocity,2019
LHS 3844 b,1.303,2.25,0.46292913,805.0,70.1,3036.0,0.189,0.151,14.8846,340.4962038,-69.1721081,Transit,2019
HD 65216 c,13.4,645.1949,5370.0,,,5612.0,0.88,0.874,35.1205,118.4209646,-63.6466892,Radial Velocity,2013
KMT-2016-BLG-1820L b,12.9,1450.0,,,,,,0.039,6260.0,268.76474,-29.5169201,Microlensing,2018
MOA-2015-BLG-337L b,6.42,33.7,,,,,,0.0094,7100.0,271.9487,-28.1702785,Microlensing,2018
HD 95089 c,13.1,1096.5135,1785.0,,,4918.0,5.08,1.54,136.957,164.698748,1.7290087,Radial Velocity,2018
HD 14787 b,13.7,356.28743,676.6,,,4946.0,5.01,1.43,119.137,35.8085099,10.8367972,Radial Velocity,2018
K2-53 b,2.6,7.27,12.20772,665.0,52.5,5263.0,0.807,0.851,138.018,244.1419684,-20.4005984,Transit,2016
HD 92788 c,13.0,1166.4361,11611.2975,,,5744.0,1.14,1.15,34.6538,160.7021351,-2.1847173,Radial Velocity,2019
K2-284 b,2.78,8.15,4.795069,653.0,42.6,4140.0,0.607,0.63,107.272,79.1407971,20.2549034,Transit,2018
MOA-2016-BLG-319L b,14.1,200.0,,,,,,0.15,6800.0,268.742218,-29.7504635,Microlensing,2018
HD 72490 b,13.5,561.92344,858.0,,,4934.0,4.96,1.21,126.339,128.4028287,13.5507189,Radial Velocity,2018
K2-90 b,2.6,7.27,13.733314,502.0,10.2,4484.0,0.619,0.629,134.188,59.1527391,22.4724517,Transit,2016
K2-294 b,1.66,3.39,2.50387,1425.0,,5612.0,1.2,0.987,373.078,352.0516724,-7.6037856,Transit,2019
HD 85390 b,6.16,31.46517,799.52,,,5186.0,0.8,0.758,33.5225,147.5105663,-49.7905254,Radial Velocity,2009
MOA-2011-BLG-291L b,4.43,18.0,,,,,,0.15,4400.0,268.867889,-29.1706657,Microlensing,2018
HD 99706 c,12.8,1808.4527,1278.0,,,4891.0,5.4,1.72,146.6,172.1261621,43.9662025,Radial Velocity,2018
HD 4917 b,13.5,513.29545,400.5,,,4802.0,5.01,1.32,204.277,12.7762624,-12.9276648,Radial Velocity,2018
WASP-161 b,12.811887,791.3967,5.4060425,1557.0,990.0,6400.0,1.712,1.39,343.08,126.3378248,-11.5009889,Transit,2018
HD 202772 A b,17.317905,323.23311,3.308958,2132.0,3440.0,6272.0,2.591,1.72,161.498,319.6995877,-26.6163743,Transit,2019
K2-292 b,2.63,24.5,16.9841,795.0,67.0,5725.0,1.09,1.0,114.293,205.3758786,-9.9460704,Transit,2019
GJ 685 b,2.95,9.0,24.16,,,3816.0,0.54,0.55,14.3155,263.8960378,61.6793482,Radial Velocity,2019
HD 102329 c,13.5,483.1016,1123.0,,,4830.0,6.3,1.3,217.107,176.6941567,3.4742143,Radial Velocity,2018
WASP-170 b,12.285064,508.528,2.34478022,1422.0,680.0,5600.0,0.938,0.93,305.603,135.4163028,-20.7203686,Transit,2018
K2-285 b,2.59,9.68,3.471745,1088.9,234.31,4975.0,0.787,0.83,154.961,349.3843458,1.3001522,Transit,2018
HD 134060 b,3.16,10.1,3.2696,,,5966.0,1.164285,1.095,24.0125,227.6847587,-61.4223747,Radial Velocity,2019
TOI-172 b,10.816685,1722.6386,9.47725,1198.0,299.0,5645.0,1.777,1.128,342.831,316.6318791,-26.6928654,Transit,2019
GJ 3779 b,2.75,8.0,3.0232,,,3324.0,0.281,0.27,13.743,200.7335358,24.4639425,Radial Velocity,2018
GJ 1265 b,2.63,7.4,3.6511,,,3236.0,0.192,0.178,10.2525,333.4324675,-17.6870623,Radial Velocity,2018
HD 20003 c,3.89,14.44,33.9239,,,5494.0,0.921637,0.875,41.8316,46.9090081,-72.3219221,Radial Velocity,2019
HD 20003 b,3.43,11.66,11.8482,,,5494.0,0.921637,0.875,41.8316,46.9090081,-72.3219221,Radial Velocity,2019
K2-123 b,2.76,8.05,30.951524,338.0,2.9,4035.0,0.59,0.62,161.555,134.4441404,21.4532748,Transit,2017
70 Vir b,12.6,2380.45,116.688,,,5495.0,1.89,1.09,17.9011,202.1064898,13.7763085,Radial Velocity,1996
WASP-47 c,,447.0,589.57,247.0,0.549,5565.0,1.156,1.058,264.78,331.203092,-12.019067,Radial Velocity,2015
HD 20782 b,13.6,472.83,597.0643,,,5782.13,1.12681,1.04,35.9864,50.0166232,-28.8543535,Radial Velocity,2006
HD 20781 c,2.17,5.33,13.8905,,,5256.0,0.833609,0.7,35.9715,50.0139757,-28.7841175,Radial Velocity,2019
K2-188 c,2.83,8.4,7.810253,1026.0,230.628,5977.0,1.19,1.06,446.821,129.8137008,23.3574367,Transit,2018
HD 106270 b,12.4,3623.2438398,1888.0,,,5509.0,2.66,1.39,93.808,183.4049258,-9.5135645,Radial Velocity,2011
HD 131496 b,13.4,572.094,896.0,,,4846.0,4.44,1.34,131.849,223.3461495,18.2352618,Radial Velocity,2011
K2-287 b,9.494023,100.11645,14.893291,804.0,,5695.0,1.07,1.056,158.335,233.0743401,-22.3583447,Transit,2018
K2-286 b,2.1,5.06,27.359,347.0,,3926.0,0.62,0.64,76.1486,233.3698192,-16.7737113,Transit,2018
K2-288 B b,1.9,4.27,31.393463,226.36,,3341.0,0.32,0.33,65.6138,55.4442857,18.2684913,Transit,2018
HD 31527 c,3.85,14.16,51.2053,,,5898.0,1.073694,0.96,38.4473,73.9096193,-23.2413163,Radial Velocity,2019
HD 21693 c,4.34,17.37,53.7357,,,5430.0,0.914378,0.8,33.255,51.8040469,-58.3232726,Radial Velocity,2019
K2-19 b,7.0,32.4,7.9222,779.0,87.0,5322.0,0.82,0.88,289.827,174.9602543,0.603596,Transit,2015
HD 152581 b,13.4,594.02427,686.5,,,5027.0,5.14,1.3,165.76,253.4316451,11.9736828,Radial Velocity,2011
HD 159868 b,13.3,704.94694,1184.1,,,5534.0,2.13,1.19,55.8503,264.7466665,-43.1462347,Radial Velocity,2006
HATS-60 b,12.923977,210.40346,3.560829,1528.0,903.9,5688.0,1.46,1.097,486.474,341.3640336,-14.9917747,Transit,2018
HD 51608 b,3.62,12.77,14.0726,,,5358.0,0.916136,0.8,35.0553,103.7137102,-55.2600189,Radial Velocity,2019
HD 45184 b,3.52,12.19,5.8854,,,5869.0,1.075139,1.03,21.9532,96.1820205,-28.7806402,Radial Velocity,2019
K2-192 b,1.52,2.92,4.162817,939.0,,5222.0,0.81,0.9,221.753,206.5823122,-11.5563527,Transit,2018
Gaia-5 b,12.1,6633.07885409,358.62,,,3447.0,0.345,0.339,41.1813,302.0408173,41.9415455,Astrometry,2025
K2-193 b,3.95,14.8,14.786889,739.0,,5817.0,0.98,1.01,411.923,205.2371043,-11.0093342,Transit,2018
HD 163607 c,13.3,699.54383,1272.0,,,5522.0,1.76,1.12,67.7855,268.4181383,56.3924701,Radial Velocity,2010
HATS-61 b,13.394755,1080.622,7.817953,1226.1,374.2,5542.0,1.664,1.076,679.761,61.6578005,-25.3496674,Transit,2018
HD 20781 d,3.25,10.61,29.158,,,5256.0,0.833609,0.7,35.9715,50.0139757,-28.7841175,Radial Velocity,2019
HD 20781 e,3.83,14.03,85.5073,,,5256.0,0.833609,0.7,35.9715,50.0139757,-28.7841175,Radial Velocity,2019
K2-197 b,2.56,7.08,8.357881,848.0,,5667.0,0.93,1.0,247.637,202.3934779,-7.3739779,Transit,2018
HD 185269 b,13.8,321.0083,6.83776,,,5923.0,2.0,1.3,51.9917,294.2987668,28.499514,Radial Velocity,2006
HD 192699 b,13.4,666.17168,340.94,,,5041.0,4.41,1.38,71.8627,304.0248392,4.5805708,Radial Velocity,2007
HATS-63 b,13.529263,305.1168,3.0566527,1398.3,634.1,5627.0,1.07,0.931,623.232,67.418582,-28.1972149,Transit,2018
K2-264 b,2.231,5.61,5.840002,496.0,,3660.0,0.473,0.496,185.605,131.3583524,19.698401,Transit,2018
WASP-145 A b,10.0881,282.8687,1.7690381,1200.0,313.4012,4900.0,0.68,0.76,91.299,322.2537644,-58.8361466,Transit,2018
K2-279 b,1.21,1.92,7.122605,879.0,,5558.0,0.86,0.79,182.983,204.7792935,-6.0417592,Transit,2018
HD 200964 b,13.5,508.21017,606.3,,,4982.0,4.92,1.39,72.5922,316.6664183,3.8033357,Radial Velocity,2010
HD 200964 c,13.7,385.84562,852.5,,,4982.0,4.92,1.39,72.5922,316.6664183,3.8033357,Radial Velocity,2010
K2-198 c,1.423,2.61,3.3596055,1229.9,,5212.9,0.757,0.799,110.567,198.8436817,-6.4649888,Transit,2019
Kepler-763 d,1.67,3.43,6.50327035,804.0,98.81,4999.0,0.843,0.8,962.459,292.1445534,47.1573604,Transit,2023
HD 25171 b,13.9,290.81445,1802.29,,,6125.0,1.23,1.076,55.6146,58.9574779,-65.1863239,Radial Velocity,2010
HD 23127 b,13.5,485.32641,1211.17,,,5843.0,1.49,1.208,93.8555,54.8491271,-60.077229,Radial Velocity,2006
HD 38801 b,12.5,3082.31534,685.25,,,5338.0,2.029,1.207,91.4349,86.9963141,-8.3280256,Radial Velocity,2009
K2-146 c,2.19,7.49,4.00498,,,3385.0,0.33,0.331,79.3002,130.0266951,19.0923416,Transit,2019
K2-146 b,2.05,5.77,2.6446,534.0,20.7,3385.0,0.33,0.331,79.3002,130.0266951,19.0923416,Transit,2018
HD 4208 b,13.9,257.4423,832.97,,,5717.0,0.846,0.883,34.1937,11.1125532,-26.5150392,Radial Velocity,2001
